,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,27.306309234717812,59.981806820850906,117.2971121043296,24.57826988331996,41.0,4.0
1,28.640640917981862,22.194591646136274,117.9096158154079,24.211822853908657,41.0,5.0
2,54.10774103983308,24.54538898542117,140.1517799411994,23.947486126682886,41.0,6.0
3,87.08294912271549,16.56923429993048,92.0759827730608,15.325217108186633,41.0,10.0
4,128.6907710173328,20.74653121224957,147.4340987665863,19.834645258632936,41.0,14.0
5,153.2844947231043,20.81226479671408,119.99372451869651,20.270772821377296,41.0,19.0
6,173.178603509636,41.22781728532698,151.76295980302544,14.381655586905778,41.0,22.0
7,173.178603509636,41.22781728532698,151.76295980302544,14.381655586905778,41.0,23.0
8,218.13627872808144,31.59632365639903,135.1269635601046,13.92344707740276,41.0,27.0
9,257.8029249899826,28.465220408681954,135.35302994937362,26.865627236556453,41.0,30.0
10,271.64462434623,64.43533208599315,67.07592311417137,16.309125062603357,41.0,33.0
11,280.05413430239435,23.227317288093403,41.934181358628784,22.765070140366948,41.0,34.0
