,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,44.23897430892852,24.53857130709973,117.20114725746994,24.590367947946184,41.0,6.0
1,114.04367765599189,27.8656745599241,114.87734208179697,30.608582815212383,41.0,15.0
2,114.04367765599189,27.8656745599241,114.87734208179697,30.608582815212383,41.0,16.0
3,126.75188781942475,65.90510708764747,102.59992530682842,12.523165749292568,41.0,18.0
4,158.5125402206803,40.473863462969554,128.42123266392065,13.96546277106897,41.0,23.0
5,191.42276293508422,24.601569095558396,128.98470461840708,24.44359740004223,41.0,25.0
6,191.42276293508422,24.601569095558396,128.98470461840708,24.44359740004223,41.0,26.0
7,202.15418653960126,48.25397380644937,138.57851708345933,12.575802919642815,41.0,27.0
8,202.15418653960126,48.25397380644937,138.57851708345933,12.575802919642815,41.0,28.0
9,208.24286103903694,73.03188460148539,131.28420343774982,23.272137024306986,41.0,29.0
10,208.24286103903694,73.03188460148539,131.28420343774982,23.272137024306986,41.0,30.0
11,239.46904069054366,24.696032620657213,118.34106498813408,24.69728245328661,41.0,31.0
12,239.46904069054366,24.696032620657213,118.34106498813408,24.69728245328661,41.0,32.0
13,267.35192482061115,38.592092186922535,102.86753500865366,18.592835932763474,41.0,34.0
14,267.35192482061115,38.592092186922535,102.86753500865366,18.592835932763474,41.0,35.0
