,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,55.45348175899896,79.99991323215754,233.96120206121418,78.46530928450038,33.0,3.0
1,111.7262535931104,98.28094112496058,243.5085750634398,96.1164355242336,33.0,8.0
2,101.16158211829551,210.20888480819886,254.2003102822261,75.72383673643766,33.0,9.0
3,101.16158211829551,210.20888480819886,254.2003102822261,75.72383673643766,33.0,10.0
4,148.67981904869694,121.40085616199455,234.76580293704504,76.31806318355524,33.0,14.0
5,168.23570130599515,130.34707208272283,284.93222708722874,62.33539337098628,33.0,15.0
6,156.28600095818007,205.95150181930146,239.37787835449353,63.51077498803597,33.0,16.0
7,156.28600095818007,205.95150181930146,239.37787835449353,63.51077498803597,33.0,17.0
8,176.80491800568,105.33958445954448,286.20531252410274,100.49743159813536,33.0,17.0
9,182.7705496558515,159.08371671906824,265.4050602909371,61.73155923938317,33.0,19.0
10,182.7705496558515,159.08371671906824,265.4050602909371,61.73155923938317,33.0,20.0
11,203.16277075076252,79.71281531179147,260.8877486411348,75.3352471213221,33.0,20.0
12,203.16277075076252,79.71281531179147,260.8877486411348,75.3352471213221,33.0,21.0
13,206.3587168766623,158.42043529019398,260.1316167753423,68.72548262892654,33.0,22.0
14,206.3587168766623,158.42043529019398,260.1316167753423,68.72548262892654,33.0,23.0
15,226.29918462844049,110.3567418646976,241.4797268912803,86.3622463220485,33.0,24.0
