,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,22.507016469516383,34.86666901876929,64.45257420528635,32.723205563395716,37.0,1.0
1,21.56344204543336,40.17594199489363,63.92061488919044,33.03235921602742,37.0,2.0
2,22.507016469516387,34.86666901876929,64.45257420528635,32.723205563395716,37.0,3.0
3,21.563442045433362,40.17594199489363,63.92061488919044,33.03235921602742,37.0,3.0
4,89.86480376999147,41.24264303748607,79.18804903474489,39.360745460541594,37.0,12.0
5,125.90555408898084,48.188693080332435,78.90534843185465,33.518371159830224,37.0,17.0
6,125.90555408898084,48.188693080332435,78.90534843185465,33.518371159830224,37.0,18.0
7,229.08614595030357,36.168564250595914,71.75058215689413,32.47077674811416,37.0,28.0
8,229.08614595030357,36.168564250595914,71.75058215689413,32.47077674811416,37.0,29.0
9,285.2129940839776,31.74255878150545,67.54866425971377,31.71888863749552,37.0,33.0
10,288.70410495794164,21.9344105727583,66.88890738838901,22.59083504559398,37.0,34.0
11,288.70410495794164,21.9344105727583,66.88890738838901,22.59083504559398,37.0,35.0
