,x,z
0,60.42169912374196,-3.208893138758782
1,59.81137893057284,-3.197738618866815
2,59.201058737403734,-3.1859822247430603
3,58.590738544234625,-3.1735931515983924
4,57.980418351065516,-3.160530982188844
5,57.37009815789641,-3.146743735463325
6,56.75977796472729,-3.1321662375509254
7,56.14945777155818,-3.1167189934853634
8,55.539137578389074,-3.100307738753712
9,54.92881738521996,-3.0828238430081045
10,54.31849719205085,-3.0641457219644903
11,53.70817699888174,-3.0441413828446557
12,53.09785680571263,-3.0226721762383817
13,52.48753661254352,-2.999597744128754
14,51.877216419374406,-2.974782032716669
15,51.2668962262053,-2.9481000782924185
16,50.65657603303619,-2.9194450847641953
17,50.04625583986707,-2.8887351184292034
18,49.43593564669796,-2.8559185919210077
19,48.825615453528854,-2.820977649471477
20,48.215295260359746,-2.7839286529807477
21,47.60497506719064,-2.7448192359934045
22,46.99465487402152,-2.7037218342427414
23,46.38433468085241,-2.6607241608015686
24,45.7740144876833,-2.6159176712142047
25,45.16369429451419,-2.5693855400314667
26,44.55337410134508,-2.5211919409743593
27,43.94305390817597,-2.4713744302183054
28,43.33273371500686,-2.4199409753911674
29,42.72241352183775,-2.3668726974792937
30,42.112093328668635,-2.312132763593063
31,41.501773135499526,-2.2556811420490006
32,40.89145294233042,-2.19749414546908
33,40.2811327491613,-2.137586875908308
34,39.67081255599219,-2.076035910429202
35,39.060492362823084,-2.012998951405791
36,38.450172169653975,-1.9487279110673332
37,37.839851976484866,-1.8835722338620784
38,37.22953178331575,-1.8179703467478192
39,36.61921159014664,-1.7524289394950656
40,36.00889139697753,-1.6874920112635474
41,35.398571203808416,-1.6237037251295596
42,34.78825101063931,-1.5615704623045685
43,34.1779308174702,-1.5015276163972644
44,33.56761062430109,-1.4439155574172895
45,32.95729043113198,-1.3889671912563246
46,32.346970237962864,-1.33680727055224
47,31.736650044793755,-1.2874616999955952
48,31.126329851624646,-1.2408739170552638
49,30.516009658455534,-1.1969250985584936
50,29.90568946528642,-1.1554552722120248
51,29.295369272117313,-1.1162831096965995
52,28.685049078948204,-1.0792229661054276
53,28.074728885779095,-1.0440984198921286
54,27.46440869260998,-1.0107520755384847
55,26.85408849944087,-0.9790517196530975
56,26.24376830627176,-0.9488931183287022
57,25.633448113102645,-0.9201998678575628
58,25.023127919933536,-0.892920806338235
59,24.412807726764427,-0.8670255784631212
60,23.80248753359532,-0.8424990132972953
61,23.19216734042621,-0.819335004047683
62,22.581847147257093,-0.7975305482298098
63,21.971526954087985,-0.7770805069527325
64,21.361206760918876,-0.7579734822034842
65,20.75088656774976,-0.7401890161921306
66,20.14056637458065,-0.7236961199873313
67,19.530246181411542,-0.7084529699481094
68,18.919925988242433,-0.6944074886322814
69,18.309605795073324,-0.6814984556874001
70,17.699285601904208,-0.6696567634895214
71,17.0889654087351,-0.6588064217752212
72,16.47864521556599,-0.6488648994035044
73,15.868325022396874,-0.6397423412235697
74,15.258004829227765,-0.6313390834751772
75,14.647684636058656,-0.6235406792755482
76,14.037364442889547,-0.6162093011610441
77,13.427044249720439,-0.6091698790394351
78,12.816724056551323,-0.6021886574529397
79,12.206403863382214,-0.5949411155352666
80,11.596083670213105,-0.5869657640441261
81,10.985763477043989,-0.5776012534400228
82,10.37544328387488,-0.5659088955245595
83,9.765123090705771,-0.5505958012682644
84,9.154802897536662,-0.5299822500189691
85,8.544482704367553,-0.5021042277982544
86,7.934162511198437,-0.4650888547216044
87,7.323842318029328,-0.41790893602343004
88,6.713522124860219,-0.36138192960482485
89,6.103201931691103,-0.2988298673005328
90,5.492881738521994,-0.2356113506275112
91,4.8825615453528854,-0.17740267611310234
92,4.2722413521837765,-0.1282614036056271
93,3.6619211590146676,-0.08973225299307432
94,3.0516009658455516,-0.061236826523562146
95,2.4412807726764427,-0.04105569309682923
96,1.8309605795073338,-0.027194023363878286
97,1.2206403863382178,-0.01786947328233382
98,0.6103201931691089,-0.011682876961539813
99,0.0,-0.007614535939727135
