,x,z
0,-72.0,0.015299409367544186
1,-71.21261389556236,0.03210147266019143
2,-70.42522779112471,0.04655456673371121
3,-69.63784168668708,0.05106982579677078
4,-68.85045558224944,0.04863499326569363
5,-68.0630694778118,0.042805893210599286
6,-67.27568337337415,0.034790913124378375
7,-66.48829726893652,0.024620862738629352
8,-65.70091116449888,0.01189046907711656
9,-64.91352506006123,-0.003963140266144512
10,-64.12613895562359,-0.023485189659988057
11,-63.33875285118595,-0.046938240056812394
12,-62.551366746748315,-0.07385252879981385
13,-61.76398064231067,-0.102494296034786
14,-60.97659453787303,-0.1297896089285515
15,-60.18920843343539,-0.152423060327477
16,-59.40182232899775,-0.16872575269605916
17,-58.61443622456011,-0.1795489373702349
18,-57.827050120122465,-0.18729201400647424
19,-57.03966401568483,-0.19431622483962085
20,-56.25227791124719,-0.20204149506924002
21,-55.46489180680955,-0.21091025260430651
22,-54.6775057023719,-0.2208098725700513
23,-53.890119597934266,-0.23156549297846013
24,-53.10273349349662,-0.2433481248924137
25,-52.315347389058985,-0.2569865347279855
26,-51.52796128462134,-0.2741151421108557
27,-50.7405751801837,-0.29697704397346936
28,-49.95318907574606,-0.32775457867006663
29,-49.16580297130842,-0.36762469542612486
30,-48.37841686687078,-0.41618143481439746
31,-47.591030762433135,-0.47185895489219326
32,-46.8036446579955,-0.5331161569596969
33,-46.01625855355786,-0.599308329074442
34,-45.22887244912022,-0.6705613072971568
35,-44.44148634468257,-0.7470528276879682
36,-43.65410024024494,-0.8285839659698836
37,-42.8667141358073,-0.9148068082083451
38,-42.079328031369656,-1.0055469940875028
39,-41.29194192693201,-1.1002880468852194
40,-40.504555822494375,-1.1966919910415998
41,-39.71716971805673,-1.2897857039470284
42,-38.929783613619094,-1.3739161255862016
43,-38.14239750918145,-1.4463689561697795
44,-37.35501140474381,-1.5089460375873
45,-36.56762530030617,-1.5665454584254739
46,-35.78023919586853,-1.6247322233749455
47,-34.99285309143089,-1.6876401818038744
48,-34.205466986993244,-1.7565559897836236
49,-33.41808088255561,-1.8299245151062309
50,-32.63069477811796,-1.9050842154079404
51,-31.843308673680326,-1.980043489756767
52,-31.055922569242682,-2.0536114828891807
53,-30.268536464805045,-2.1246993383864807
54,-29.4811503603674,-2.192328200461177
55,-28.693764255929764,-2.2562238165005324
56,-27.90637815149212,-2.316911799121369
57,-27.118992047054483,-2.375016158315045
58,-26.33160594261684,-2.430478148926687
59,-25.544219838179202,-2.4824244651821177
60,-24.75683373374156,-2.529675558248952
61,-23.96944762930392,-2.5713473900010015
62,-23.182061524866278,-2.6071765933596738
63,-22.39467542042864,-2.637619541316006
64,-21.607289315990997,-2.6638749880741353
65,-20.819903211553353,-2.6878445674979767
66,-20.032517107115716,-2.711913022787134
67,-19.24513100267807,-2.7383701660274795
68,-18.457744898240435,-2.7684553357982384
69,-17.67035879380279,-2.8015274185264385
70,-16.882972689365154,-2.835273475926071
71,-16.09558658492751,-2.8671809744206556
72,-15.308200480489873,-2.8961362260190064
73,-14.520814376052229,-2.9228348458276554
74,-13.733428271614592,-2.9488389457882604
75,-12.946042167176948,-2.9752782974667893
76,-12.158656062739311,-3.002485684893637
77,-11.371269958301667,-3.0306379817463616
78,-10.58388385386403,-3.0602005250718394
79,-9.796497749426386,-3.0914664593927066
80,-9.00911164498875,-3.1236773402054636
81,-8.221725540551105,-3.1549406723507216
82,-7.434339436113461,-3.183513533497232
83,-6.646953331675817,-3.209138279850013
84,-5.859567227238188,-3.233088863199959
85,-5.072181122800544,-3.2572202530308485
86,-4.2847950183628996,-3.282570796780684
87,-3.4974089139252555,-3.3078029585917528
88,-2.7100228094876258,-3.3288709379343344
89,-1.9226367050499817,-3.34153614157031
90,-1.1352506006123377,-3.3446672329215956
91,-0.3478644961746937,-3.3406119695114787
92,0.43952160826293607,-3.333116252302067
93,1.22690771270058,-3.325399637718723
94,2.014293817138224,-3.3193638992656407
95,2.801679921575868,-3.3156089530374473
96,3.589066026013512,-3.3137853165247373
97,4.376452130451142,-3.3130512938181442
98,5.163838234888786,-3.3125240691132074
99,5.95122433932643,-3.311578364177688
