,x,z
0,-92.0,0.0
1,-62.70372037271626,-3.12
2,-62.70372037271626,-3.12
3,-54.6435520960571,-3.78
4,-48.96910760860287,-4.08
5,-43.51976691475174,-4.35
6,-37.98526404766936,-4.6
7,-32.43519075830093,-4.85
8,-27.04771212651552,-4.86
9,-22.011758130383072,-4.9
10,-16.302232529618152,-4.96
11,-9.299138456724648,-5.12
12,-3.280899463531526,-5.28
13,1.4544049256106462,-5.27
14,9.215627745916805,-5.54
