,event_id,norm_overrun_location,true_overrun_location,overrun_probability,number_of_events,number_of_waves,avg_overrun_period,avg_wave_period,norm_overrun_period,overrun_time,overrun_datetime,run_id,run_datetime,location,location_name
252,17,0.0017626318199111535,26.380554289652967,0.4090909090909091,18,44.0,16.666666666666668,6.818181818181818,2.4444444444444446,269.17581667005487,2017-12-20 10:14:29,2,2017-12-20 10:10:00,MoretonIsland,Moreton Island
253,18,0.0017626318199111535,26.380554289652967,0.4090909090909091,18,44.0,16.666666666666668,6.818181818181818,2.4444444444444446,269.17581667005487,2017-12-20 10:14:29,2,2017-12-20 10:10:00,MoretonIsland,Moreton Island
254,1,0.16178506295092193,46.18700297226375,0.4,16,40.0,18.75,7.5,2.5,18.264561247780694,2017-12-20 10:15:18,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
255,2,0.2574961979161816,51.67028116463143,0.4,16,40.0,18.75,7.5,2.5,42.51583739026576,2017-12-20 10:15:42,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
256,3,0.2574961979161816,51.67028116463143,0.4,16,40.0,18.75,7.5,2.5,42.51583739026576,2017-12-20 10:15:42,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
257,4,0.0022726697875881524,16.23981263526886,0.4,16,40.0,18.75,7.5,2.5,90.92144566962645,2017-12-20 10:16:30,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
258,5,0.0022726697875881524,16.23981263526886,0.4,16,40.0,18.75,7.5,2.5,90.92144566962645,2017-12-20 10:16:30,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
259,6,-0.0006440651871014724,24.631980151841198,0.4,16,40.0,18.75,7.5,2.5,100.2765110359194,2017-12-20 10:16:40,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
260,7,0.25107118858745175,59.38541106455679,0.4,16,40.0,18.75,7.5,2.5,124.0954330818212,2017-12-20 10:17:04,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
261,8,0.037978489732532816,31.350164964382532,0.4,16,40.0,18.75,7.5,2.5,160.66219224165442,2017-12-20 10:17:40,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
262,9,0.006876763197635805,24.599300925860835,0.4,16,40.0,18.75,7.5,2.5,187.3535115211608,2017-12-20 10:18:07,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
263,10,0.006876763197635805,24.599300925860835,0.4,16,40.0,18.75,7.5,2.5,187.3535115211608,2017-12-20 10:18:07,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
264,11,0.33230119739764086,64.63487192398742,0.4,16,40.0,18.75,7.5,2.5,176.41244226590982,2017-12-20 10:17:56,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
265,12,0.33230119739764086,64.63487192398742,0.4,16,40.0,18.75,7.5,2.5,176.41244226590982,2017-12-20 10:17:56,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
266,13,0.17664153001788846,54.2820509106229,0.4,16,40.0,18.75,7.5,2.5,179.1298944318946,2017-12-20 10:17:59,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
267,14,0.5427445377345682,94.753097289189,0.4,16,40.0,18.75,7.5,2.5,200.0835454604869,2017-12-20 10:18:20,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
268,15,0.4974175007084068,69.45030663841821,0.4,16,40.0,18.75,7.5,2.5,249.57835063371732,2017-12-20 10:19:09,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
269,16,-0.0081361608575099,27.286273590148834,0.4,16,40.0,18.75,7.5,2.5,293.8202512900438,2017-12-20 10:19:53,3,2017-12-20 10:15:00,MoretonIsland,Moreton Island
270,1,0.0017546369670984052,20.239012216917807,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,24.938143803055805,2017-12-20 10:20:24,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
271,2,-0.0006230760572353278,24.665565375639552,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,22.39343364529039,2017-12-20 10:20:22,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
272,3,-0.0006230760572353278,24.665565375639552,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,22.39343364529039,2017-12-20 10:20:22,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
273,4,0.007514255171799822,23.116282332630696,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,23.792012350836114,2017-12-20 10:20:23,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
274,5,0.006628764411698018,25.952365384279428,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,51.331826152206446,2017-12-20 10:20:51,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
275,6,0.006628764411698018,25.952365384279428,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,51.331826152206446,2017-12-20 10:20:51,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
276,7,0.002924365173201604,22.700534509213306,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,84.68048405828813,2017-12-20 10:21:24,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
277,8,-0.003355079686836293,32.142646889615314,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,78.25217475330705,2017-12-20 10:21:18,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
278,9,0.04475791944070462,30.49987006848244,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,82.3205298002845,2017-12-20 10:21:22,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
279,10,0.04475791944070462,30.49987006848244,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,82.3205298002845,2017-12-20 10:21:22,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
280,11,0.04201382264348985,31.63075415854332,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,116.25377322282814,2017-12-20 10:21:56,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
281,12,0.04201382264348985,31.63075415854332,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,116.25377322282814,2017-12-20 10:21:56,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
282,13,0.2619635015055991,46.697778263863114,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,144.0096894362926,2017-12-20 10:22:24,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
283,14,0.003926425034223913,27.023358919585423,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,199.6887096275017,2017-12-20 10:23:19,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
284,15,0.003926425034223913,27.023358919585423,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,199.6887096275017,2017-12-20 10:23:19,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
285,16,0.12343156463532085,36.205505890302035,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,215.16943222015576,2017-12-20 10:23:35,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
286,17,0.12343156463532085,36.205505890302035,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,215.16943222015576,2017-12-20 10:23:35,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
287,18,-0.0005748194371908433,28.107244570021052,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,238.8257648398184,2017-12-20 10:23:58,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
288,19,0.002316503548414478,24.03667173946039,0.4318181818181818,19,44.0,15.789473684210526,6.818181818181818,2.31578947368421,261.85718992877804,2017-12-20 10:24:21,4,2017-12-20 10:20:00,MoretonIsland,Moreton Island
289,1,-0.0029369836245528025,30.49216415974046,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,19.39822457255219,2017-12-20 10:25:19,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
290,2,0.008743788254124085,30.66067367623221,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,39.6266060329924,2017-12-20 10:25:39,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
291,3,0.014109139980547108,28.500396046906967,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,121.58320099416281,2017-12-20 10:27:01,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
292,4,-0.009068006659678024,27.154516268884677,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,135.50296473396472,2017-12-20 10:27:15,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
293,5,0.0060692716914011735,23.238155113936035,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,157.0872218550687,2017-12-20 10:27:37,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
294,6,0.004235052586780669,26.81279419099573,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,174.37275845432148,2017-12-20 10:27:54,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
295,7,0.004235052586780669,26.81279419099573,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,174.37275845432148,2017-12-20 10:27:54,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
296,8,0.007116153709192163,32.278773100529165,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,189.31043950503957,2017-12-20 10:28:09,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
297,9,0.007116153709192163,32.278773100529165,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,189.31043950503957,2017-12-20 10:28:09,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
298,10,0.006801519454712052,24.242872347939905,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,247.55361363435279,2017-12-20 10:29:07,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
299,11,0.026024014286774977,24.31499157105187,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,248.92364904457045,2017-12-20 10:29:08,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
300,12,0.3401889257883418,56.793177826736965,0.27906976744186046,12,43.0,25.0,6.976744186046512,3.5833333333333335,295.9178225484644,2017-12-20 10:29:55,5,2017-12-20 10:25:00,MoretonIsland,Moreton Island
301,1,0.32632454314567405,52.222268854730785,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,10.92309352040566,2017-12-20 10:30:10,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
302,2,0.011774859377337521,29.89361211275366,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,32.98708899589965,2017-12-20 10:30:32,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
303,3,0.006869137324474972,33.484280924281514,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,74.79884888213661,2017-12-20 10:31:14,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
304,4,0.012722066453767944,25.464892216113586,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,92.70571258029376,2017-12-20 10:31:32,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
305,5,0.7422204252693385,82.05841009323292,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,89.06471621183191,2017-12-20 10:31:29,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
306,6,-0.0036161925018908803,26.144651410502075,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,145.87490222709948,2017-12-20 10:32:25,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
307,7,0.012047392341691665,21.041992265242925,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,155.4956017257789,2017-12-20 10:32:35,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
308,8,0.005239261294165659,24.192870143371334,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,226.53823579266103,2017-12-20 10:33:46,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
309,9,0.40128602160157545,68.07699566777997,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,211.85807460294416,2017-12-20 10:33:31,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
310,10,0.06771540087314767,32.76195704637701,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,239.61000108155773,2017-12-20 10:33:59,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
311,11,0.06771540087314767,32.76195704637701,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,239.61000108155773,2017-12-20 10:33:59,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
312,12,0.005239261294165659,24.192870143371334,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,226.53823579266103,2017-12-20 10:33:46,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
313,13,0.001294192761985169,21.63555706059904,0.3023255813953488,13,43.0,23.076923076923077,6.976744186046512,3.3076923076923075,294.4552402586225,2017-12-20 10:34:54,6,2017-12-20 10:30:00,MoretonIsland,Moreton Island
314,1,0.0029559300515661358,29.88348696841856,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,10.755573654604122,2017-12-20 10:35:10,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
315,2,0.0029559300515661358,29.88348696841856,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,10.755573654604122,2017-12-20 10:35:10,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
316,3,0.012389448345969417,18.142297444157194,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,63.7028707353953,2017-12-20 10:36:03,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
317,4,-0.000966323532011204,26.753307640287648,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,117.69993331166008,2017-12-20 10:36:57,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
318,5,0.0024246476056823674,19.720303557697815,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,141.33241546598282,2017-12-20 10:37:21,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
319,6,0.0024246476056823674,19.720303557697815,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,141.33241546598282,2017-12-20 10:37:21,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
320,7,0.01663521584151384,27.47726004595744,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,165.0036607996991,2017-12-20 10:37:45,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
321,8,0.01663521584151384,27.47726004595744,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,165.0036607996991,2017-12-20 10:37:45,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
322,9,0.01269130829271381,23.322974953358198,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,211.7266216393948,2017-12-20 10:38:31,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
323,10,0.10855631392807644,24.52313407511951,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,220.68152721420097,2017-12-20 10:38:40,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
324,11,0.14938944276669486,39.28374595442286,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,245.26302394687283,2017-12-20 10:39:05,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
325,12,0.14938944276669486,39.28374595442286,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,245.26302394687283,2017-12-20 10:39:05,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
326,13,0.00549004403270803,24.067603612424318,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,269.29990719390827,2017-12-20 10:39:29,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
327,14,0.07433934329874117,29.48284355502314,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,286.24382609889864,2017-12-20 10:39:46,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
328,15,0.2415316504753489,47.100042573824226,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,291.88246975781794,2017-12-20 10:39:51,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
329,16,0.2415316504753489,47.100042573824226,0.37209302325581395,16,43.0,18.75,6.976744186046512,2.6875,291.88246975781794,2017-12-20 10:39:51,7,2017-12-20 10:35:00,MoretonIsland,Moreton Island
330,1,0.0066940127815258155,20.867487222848442,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,36.18044136605249,2017-12-20 10:40:36,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
331,2,0.25719812247986384,45.76789228622022,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,148.85878454508062,2017-12-20 10:42:28,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
332,3,0.009642067305066837,20.604832737065564,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,187.2272303095517,2017-12-20 10:43:07,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
333,4,-0.0032946858365618115,20.7263389882332,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,200.59649255736187,2017-12-20 10:43:20,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
334,5,0.005502377540269332,21.857491715185734,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,215.53408030180717,2017-12-20 10:43:35,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
335,6,0.00036678687712682345,31.306447774993114,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,233.42197680885945,2017-12-20 10:43:53,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
336,7,0.00036678687712682345,31.306447774993114,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,233.42197680885945,2017-12-20 10:43:53,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
337,8,0.009851242316972375,19.029076514258467,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,262.3122349628528,2017-12-20 10:44:22,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
338,9,0.15000807087503695,29.51001387268397,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,271.6556500556791,2017-12-20 10:44:31,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
339,10,0.15000807087503695,29.51001387268397,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,271.6556500556791,2017-12-20 10:44:31,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
340,11,0.05705618522798264,30.277903766085934,0.275,11,40.0,27.272727272727273,7.5,3.6363636363636362,287.40906691893656,2017-12-20 10:44:47,8,2017-12-20 10:40:00,MoretonIsland,Moreton Island
341,1,0.12514154538406222,26.42758703508115,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,32.091361330847604,2017-12-20 10:45:32,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
342,2,0.09683827921205757,32.43410991354609,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,55.93119604366972,2017-12-20 10:45:55,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
343,3,0.09683827921205757,32.43410991354609,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,55.93119604366972,2017-12-20 10:45:55,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
344,4,0.38882163856188745,45.766539148077186,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,64.32116058844777,2017-12-20 10:46:04,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
345,5,0.0004538318191516788,21.888454491446122,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,92.56555537855101,2017-12-20 10:46:32,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
346,6,0.0004538318191516788,21.888454491446122,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,92.56555537855101,2017-12-20 10:46:32,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
347,7,0.18449397765956688,30.16774335100978,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,150.26255258954143,2017-12-20 10:47:30,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
348,8,0.003509868790643439,27.825566518428392,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,168.66942253358673,2017-12-20 10:47:48,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
349,9,-0.0017422890022098791,19.973870096615485,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,246.7703145041608,2017-12-20 10:49:06,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
350,10,-0.0017422890022098791,19.973870096615485,0.2631578947368421,10,38.0,30.0,7.894736842105263,3.8000000000000003,246.7703145041608,2017-12-20 10:49:06,9,2017-12-20 10:45:00,MoretonIsland,Moreton Island
351,1,-0.00055929386657394,24.53857130709973,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,44.238974308928526,2017-12-20 10:50:44,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
352,2,-0.032549527003371215,27.865674559924102,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,114.04367765599189,2017-12-20 10:51:54,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
353,3,-0.032549527003371215,27.865674559924102,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,114.04367765599189,2017-12-20 10:51:54,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
354,4,0.5926272392631706,65.90510708764747,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,126.75188781942477,2017-12-20 10:52:06,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
355,5,0.23160388258902592,40.47386346296955,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,158.5125402206803,2017-12-20 10:52:38,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
356,6,0.001511096445403065,24.6015690955584,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,191.42276293508428,2017-12-20 10:53:11,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
357,7,0.001511096445403065,24.6015690955584,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,191.42276293508428,2017-12-20 10:53:11,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
358,8,0.28315398698809974,48.253973806449366,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,202.15418653960128,2017-12-20 10:53:22,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
359,9,0.28315398698809974,48.253973806449366,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,202.15418653960128,2017-12-20 10:53:22,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
360,10,0.460686932760926,73.03188460148539,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,208.2428610390369,2017-12-20 10:53:28,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
361,11,0.460686932760926,73.03188460148539,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,208.2428610390369,2017-12-20 10:53:28,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
362,12,-1.3346669640756925e-05,24.69603262065721,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,239.46904069054366,2017-12-20 10:53:59,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
363,13,-1.3346669640756925e-05,24.69603262065721,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,239.46904069054366,2017-12-20 10:53:59,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
364,14,0.23731032532254465,38.59209218692253,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,267.35192482061115,2017-12-20 10:54:27,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
365,15,0.23731032532254465,38.59209218692253,0.36585365853658536,15,41.0,20.0,7.317073170731708,2.7333333333333334,267.35192482061115,2017-12-20 10:54:27,10,2017-12-20 10:50:00,MoretonIsland,Moreton Island
366,1,0.3818375649378921,59.9818068208509,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,27.30630923471781,2017-12-20 10:55:27,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
367,2,-0.021529121914336563,22.194591646136274,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,28.640640917981862,2017-12-20 10:55:28,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
368,3,0.005145273372536813,24.54538898542117,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,54.10774103983308,2017-12-20 10:55:54,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
369,4,0.01620853135427655,16.56923429993048,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,87.08294912271549,2017-12-20 10:56:27,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
370,5,0.007146472250053909,20.746531212249568,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,128.6907710173328,2017-12-20 10:57:08,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
371,6,0.005429963374733726,20.81226479671408,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,153.2844947231043,2017-12-20 10:57:33,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
372,7,0.19541350150664238,41.22781728532698,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,173.178603509636,2017-12-20 10:57:53,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
373,8,0.19541350150664238,41.22781728532698,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,173.178603509636,2017-12-20 10:57:53,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
374,9,0.14581158279775275,31.59632365639903,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,218.13627872808144,2017-12-20 10:58:38,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
375,10,0.014744506109708205,28.465220408681954,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,257.8029249899826,2017-12-20 10:59:17,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
376,11,0.9479858661659939,64.43533208599315,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,271.64462434623,2017-12-20 10:59:31,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
377,12,0.024114166925281566,23.227317288093406,0.2926829268292683,12,41.0,25.0,7.317073170731708,3.4166666666666665,280.05413430239435,2017-12-20 10:59:40,11,2017-12-20 10:55:00,MoretonIsland,Moreton Island
378,1,0.01102531196297507,53.76426089649697,0.16666666666666666,8,48.0,37.5,6.25,6.0,88.7784251703491,2018-12-24 11:01:28,0,2018-12-24 11:00:00,FrazerBeach,Frazer Beach
379,2,0.004090702750443098,45.316930027094145,0.16666666666666666,8,48.0,37.5,6.25,6.0,111.82031888324993,2018-12-24 11:01:51,0,2018-12-24 11:00:00,FrazerBeach,Frazer Beach
380,3,0.004090702750443098,45.316930027094145,0.16666666666666666,8,48.0,37.5,6.25,6.0,111.82031888324993,2018-12-24 11:01:51,0,2018-12-24 11:00:00,FrazerBeach,Frazer Beach
381,4,0.008497849354020759,51.105325051221094,0.16666666666666666,8,48.0,37.5,6.25,6.0,30.159690877953103,2018-12-24 11:00:30,0,2018-12-24 11:00:00,FrazerBeach,Frazer Beach
