,event_id,norm_overrun_location,true_overrun_location,overrun_probability,number_of_events,number_of_waves,avg_overrun_period,avg_wave_period,norm_overrun_period,overrun_time,overrun_datetime,run_id,run_datetime,location,location_name
10,2,0.4549036290834665,42.01282897887294,0.1935483870967742,6,31.0,50.0,9.67741935483871,5.166666666666666,56.00628900715496,2014-08-07 09:05:56,1,2014-08-07 09:05:00,OneMileBeach,One Mile Beach
11,3,0.046740143883671426,39.622425489318616,0.1935483870967742,6,31.0,50.0,9.67741935483871,5.166666666666666,75.09519332401291,2014-08-07 09:06:15,1,2014-08-07 09:05:00,OneMileBeach,One Mile Beach
12,4,0.046740143883671426,39.622425489318616,0.1935483870967742,6,31.0,50.0,9.67741935483871,5.166666666666666,75.09519332401291,2014-08-07 09:06:15,1,2014-08-07 09:05:00,OneMileBeach,One Mile Beach
13,5,0.04798126982745288,42.77256358318006,0.1935483870967742,6,31.0,50.0,9.67741935483871,5.166666666666666,129.17770516211095,2014-08-07 09:07:09,1,2014-08-07 09:05:00,OneMileBeach,One Mile Beach
14,6,0.014869461747668233,36.56858553568734,0.1935483870967742,6,31.0,50.0,9.67741935483871,5.166666666666666,164.34733883474317,2014-08-07 09:07:44,1,2014-08-07 09:05:00,OneMileBeach,One Mile Beach
15,1,0.0003292449731915337,34.57202115239541,0.16666666666666666,5,30.0,60.0,10.0,6.0,62.452021916063174,2014-08-07 09:11:02,2,2014-08-07 09:10:00,OneMileBeach,One Mile Beach
16,2,0.033679497406416514,41.21588828186991,0.16666666666666666,5,30.0,60.0,10.0,6.0,161.15775041828076,2014-08-07 09:12:41,2,2014-08-07 09:10:00,OneMileBeach,One Mile Beach
17,3,0.033679497406416514,41.21588828186991,0.16666666666666666,5,30.0,60.0,10.0,6.0,161.15775041828076,2014-08-07 09:12:41,2,2014-08-07 09:10:00,OneMileBeach,One Mile Beach
18,4,0.053349215991018495,41.247816777675894,0.16666666666666666,5,30.0,60.0,10.0,6.0,274.65097881462253,2014-08-07 09:14:34,2,2014-08-07 09:10:00,OneMileBeach,One Mile Beach
19,5,0.053349215991018495,41.247816777675894,0.16666666666666666,5,30.0,60.0,10.0,6.0,274.65097881462253,2014-08-07 09:14:34,2,2014-08-07 09:10:00,OneMileBeach,One Mile Beach
20,1,0.13326683349940494,41.42134056268228,0.4411764705882353,15,34.0,20.0,8.823529411764707,2.2666666666666666,27.094929918651275,2014-08-07 09:15:27,3,2014-08-07 09:15:00,OneMileBeach,One Mile Beach
21,2,-0.003935824629455631,32.76844215173952,0.4411764705882353,15,34.0,20.0,8.823529411764707,2.2666666666666666,47.0557398354857,2014-08-07 09:15:47,3,2014-08-07 09:15:00,OneMileBeach,One Mile Beach
22,3,0.010648053232948707,34.12723087978087,0.4411764705882353,15,34.0,20.0,8.823529411764707,2.2666666666666666,115.37519890286018,2014-08-07 09:16:55,3,2014-08-07 09:15:00,OneMileBeach,One Mile Beach
23,4,0.14909480761731697,40.918970024815906,0.4411764705882353,15,34.0,20.0,8.823529411764707,2.2666666666666666,154.45440159982834,2014-08-07 09:17:34,3,2014-08-07 09:15:00,OneMileBeach,One Mile Beach
24,5,0.018838383527015834,37.55542857602249,0.4411764705882353,15,34.0,20.0,8.823529411764707,2.2666666666666666,190.2445421085849,2014-08-07 09:18:10,3,2014-08-07 09:15:00,OneMileBeach,One Mile Beach
