,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,18.52727488021294,32.60251185271262,57.76409956047216,32.24802987474499,33.0,1.0
1,18.52727488021294,32.60251185271262,57.76409956047216,32.24802987474499,33.0,2.0
2,84.69134256666274,40.96415809130316,63.622078687388424,30.90724270791846,33.0,9.0
3,84.69134256666274,40.96415809130316,63.622078687388424,30.90724270791846,33.0,10.0
4,177.05425354867828,42.048874257524304,57.60268388057804,36.68443424926565,33.0,19.0
5,197.46453605561595,37.08375033769351,52.32286097063334,36.61577681875173,33.0,21.0
6,197.46453605561595,37.08375033769351,52.32286097063334,36.61577681875173,33.0,22.0
7,212.75403407064374,38.05743976060469,67.88741749831532,33.3717432113535,33.0,23.0
8,227.2824640752282,38.671701595474666,79.21372085258263,38.202827919012876,33.0,25.0
9,227.2824640752282,38.671701595474666,79.21372085258263,38.202827919012876,33.0,26.0
10,258.5299733718795,35.4992124346503,63.033331969667415,35.347560741998834,33.0,28.0
11,275.95433159193755,39.86498657712607,61.11312745405936,39.334851200961104,33.0,30.0
12,275.95433159193755,39.86498657712607,61.11312745405936,39.334851200961104,33.0,31.0
