,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,12.44608850759526,61.488053460944286,94.69719568711417,30.319691898616288,45.0,2.0
1,12.44608850759526,61.488053460944286,94.69719568711417,30.319691898616288,45.0,3.0
2,19.836435294004676,45.276873179647644,112.80475592138465,40.19370352611446,45.0,4.0
3,69.21817843279194,32.728906331198345,103.40449956285494,32.529439927456785,45.0,7.0
4,99.89907914405094,41.053684996644854,71.42931024686105,40.574827614275144,45.0,12.0
5,132.92018682305311,47.489851120033784,118.3582921002365,39.69541158762121,45.0,19.0
6,176.9354284910664,48.444425045506186,117.39994793715876,32.574989406033914,45.0,24.0
7,184.09004529054494,42.217273434345046,116.9559102612188,37.180477200125594,45.0,24.0
8,176.9354284910664,48.444425045506186,117.39994793715876,32.574989406033914,45.0,25.0
9,202.28066880476595,38.35567676611481,106.4387054863376,34.738462276763414,45.0,27.0
10,224.1801242631708,50.638877555031016,110.5535438033667,36.97025468307979,45.0,32.0
11,247.5239099754264,48.77882001242017,84.745845010494,47.12047774225791,45.0,34.0
12,259.43827833419897,33.47423029564662,91.93952620329777,33.31963066165751,45.0,35.0
13,253.93492956583273,39.47072350122189,89.60044164862872,39.51452334940756,45.0,36.0
14,259.43827833419897,33.47423029564662,91.93952620329777,33.31963066165751,45.0,37.0
15,264.9499071840452,29.31088423982856,100.78361554544,29.12656283351774,45.0,38.0
16,293.3981530432968,40.35369100405882,120.77941070370144,40.17684284386877,45.0,41.0
