,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,68.70193421479124,41.25991630807946,110.03249146314026,41.08158310798267,45.0,6.0
1,66.9996050448763,44.35707194815206,108.20577208232474,42.264894228888245,45.0,8.0
2,92.53476635485724,39.89170929119852,108.39978243676808,39.799766105635,45.0,11.0
3,128.16337712611784,42.46115745354025,116.24438146655115,38.04352040921221,45.0,18.0
4,144.8481653867488,49.52687679210781,102.67405285913462,49.27518866287498,45.0,21.0
5,186.85876336065047,42.15504585776452,116.21941606518281,41.78153331606112,45.0,25.0
6,186.9670495437043,41.9597123281667,116.2265198139597,41.69387247904603,45.0,27.0
7,210.9795219552948,41.97236211878159,118.13140598952512,41.88299030245889,45.0,29.0
8,227.7836344968588,47.365475075309924,99.59654467198571,24.57170653604083,45.0,33.0
9,289.31626240362925,39.29056447179036,116.25342476707621,39.2259069236771,45.0,40.0
10,289.3522632662609,39.20194402683497,116.25342476707621,39.2259069236771,45.0,42.0
