,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,19.667420507103245,62.58593021298811,168.8782174133855,33.12649801392865,41.0,5.0
1,78.5162645132883,50.495250140953694,167.19322914936583,39.06346850719949,41.0,8.0
2,93.54847841094484,35.724768553313545,172.26696828562467,35.8078238273824,41.0,8.0
3,78.5162645132883,50.495250140953694,167.19322914936583,39.06346850719949,41.0,9.0
4,78.47463856435867,50.56301814323432,167.19322914936583,39.06346850719949,41.0,10.0
5,78.53041517086056,50.487997147543155,167.19322914936583,39.06346850719949,41.0,10.0
6,115.21757840986078,46.25753223368801,169.5926762047074,40.70989162327785,41.0,13.0
7,115.21757840986078,46.25753223368801,169.5926762047074,40.70989162327785,41.0,14.0
8,154.16324614702864,39.36408299944921,108.49427443220601,39.268685117960345,41.0,19.0
9,187.0746445964475,40.15640769133307,178.47538141662093,41.555310160744455,41.0,22.0
10,249.46624898238332,40.97987075608442,118.63646370591826,40.193558442029016,41.0,30.0
11,263.7881259619982,93.56891020361499,106.33346921397477,33.223127196308766,41.0,36.0
12,263.7881259619982,93.56891020361499,106.33346921397477,33.223127196308766,41.0,37.0
