,time,intersection,surfzone_position,shoreline_position,n_waves,wave_id
0,24.95281413253723,40.922740142170156,111.04990350872394,36.96045731836094,44.0,3.0
1,42.978599372908036,83.62589116857843,111.52955045413199,38.393449144704896,44.0,5.0
2,42.978599372908036,83.62589116857843,111.52955045413199,38.393449144704896,44.0,6.0
3,108.29558869365776,74.46812721846773,104.76165317636604,33.43174023796076,44.0,14.0
4,130.53269073023804,45.867156445004944,107.98245266536642,45.33448322113564,44.0,15.0
5,115.97518998822916,78.25689859489506,109.9875085052556,35.20145406987251,44.0,17.0
6,144.3124211842035,32.8295436504039,126.88793790977803,32.82757153809106,44.0,18.0
7,115.97518998822916,78.25689859489506,109.9875085052556,35.20145406987251,44.0,19.0
8,176.67968261431741,44.90420658393973,139.82281343691102,34.968758637162075,44.0,22.0
9,189.89646869028044,34.593065591678226,125.09719252318602,34.591914694097845,44.0,23.0
10,193.94590986851705,60.35456750789865,113.06395705201827,34.194251123010694,44.0,24.0
11,203.3018668741616,49.553287539334555,141.2005753363237,35.2708109204388,44.0,24.0
12,219.08477671999407,36.18373148554239,183.43380402216462,36.10506646579951,44.0,24.0
13,193.94590986851705,60.35456750789865,113.06395705201827,34.194251123010694,44.0,26.0
14,203.3018668741616,49.553287539334555,141.2005753363237,35.2708109204388,44.0,27.0
15,219.08477671999407,36.18373148554239,183.43380402216462,36.10506646579951,44.0,28.0
16,194.76101896024124,92.72753248509227,111.75452084292031,34.26058279379434,44.0,28.0
17,194.76101896024124,92.72753248509227,111.75452084292031,34.26058279379434,44.0,29.0
18,210.78528662423614,77.53890091668877,181.81076648534028,39.05578948107123,44.0,30.0
19,210.78528662423614,77.53890091668877,181.81076648534028,39.05578948107123,44.0,31.0
20,227.30598409349372,83.83170942941818,178.22257077211614,32.55546885136563,44.0,32.0
21,227.30598409349372,83.83170942941818,178.22257077211614,32.55546885136563,44.0,34.0
22,257.2032603236893,58.42582107338079,111.54983663643102,36.79443093840944,44.0,36.0
23,294.29611760640154,41.66564230904688,168.79602963004146,41.53988898999949,44.0,39.0
24,294.29611760640154,41.66564230904688,168.79602963004146,41.53988898999949,44.0,40.0
